word,confidence,duration,sentence,audio_file,source,license
подлабок,0.9729,0.562,"Гласот од небото се промени, стана подлабок, строг и непростлив.",common_voice_mk_39709200.mp3,Common Voice 17.0 MK,CC-0
подлабоки,0.9959,0.622,Во заднината на тие појави во игра се многу подлабоки и опасни инстинки!,common_voice_mk_39726151.mp3,Common Voice 17.0 MK,CC-0
подметне,0.9968,0.563,Сешто може да подметне подобро е тој да не ве сретне.,common_voice_mk_39768964.mp3,Common Voice 17.0 MK,CC-0
подметот,0.9950,0.542,Подметот или субјектот во реченицата може да биде испуштен.,common_voice_mk_39790275.mp3,Common Voice 17.0 MK,CC-0
поднебја,0.9841,0.582,Некои од овие идеи можеби не се соодветни за одредени поднебја.,common_voice_mk_39725909.mp3,Common Voice 17.0 MK,CC-0
поднесуваш,0.9995,0.721,Како можеш да го поднесуваш одвратново време?,common_voice_mk_39790502.mp3,Common Voice 17.0 MK,CC-0
подобра,0.9940,0.461,"Наумничавост на вкусот, недостиг на подобра идеја?",common_voice_mk_39777407.mp3,Common Voice 17.0 MK,CC-0
подобрил,0.7468,0.501,"Џејмс Ват не ја измислил парната машина, но значително ја подобрил.",common_voice_mk_39745144.mp3,Common Voice 17.0 MK,CC-0
подобро,0.9981,0.462,Подобро отколку да те ѕвизнат со камен по грб.,common_voice_mk_39845529.mp3,Common Voice 17.0 MK,CC-0
подобрувањето,0.9946,0.882,Подобрувањето на системот за јавен превоз би помогнало да се избегне сообраќајниот метеж.,common_voice_mk_39664262.mp3,Common Voice 17.0 MK,CC-0
подолу,0.8809,0.420,"Судејќи според сликите кои може да ги погледнете подолу, авторите успеале во намерата.",common_voice_mk_39714634.mp3,Common Voice 17.0 MK,CC-0
подот,0.8894,0.361,"Вудард бил одведен в затвор, бутнат на подот каде полицајците продолжиле да го тепаат.",common_voice_mk_39779749.mp3,Common Voice 17.0 MK,CC-0
подотворена,0.9201,0.662,"Со спуштени раце, со зафрлена глава, со подотворена уста, старецот заспа.",common_voice_mk_39763600.mp3,Common Voice 17.0 MK,CC-0
подоцна,0.9910,0.462,Подоцна напишала дека смртта не ја плаши.,common_voice_mk_39790276.mp3,Common Voice 17.0 MK,CC-0
подоцнежните,0.9317,0.961,Во подоцнежните изданија на албумот прстот е намерно замаглен.,common_voice_mk_39663782.mp3,Common Voice 17.0 MK,CC-0
подразбираме,0.9993,0.762,"Тогаш започнува нејзината втора немост, која ја подразбираме во длабоката тага на природата.",common_voice_mk_39725839.mp3,Common Voice 17.0 MK,CC-0
подраниле,0.9977,0.622,Не мислам дека сме подраниле.,common_voice_mk_39774740.mp3,Common Voice 17.0 MK,CC-0
подрива,0.9479,0.421,Вардар ги подрива темелите на театарот и бликнува на сцена!,common_voice_mk_39813376.mp3,Common Voice 17.0 MK,CC-0
подробно,0.9995,0.561,Објаснувам подробно таму - што значи автоматизација.,common_voice_mk_39852229.mp3,Common Voice 17.0 MK,CC-0
подрумот,0.9904,0.502,Подрумот беше голем и поделен на многу бесмислени простории.,common_voice_mk_39768986.mp3,Common Voice 17.0 MK,CC-0
подршка,0.8707,0.582,Потсети ме утре да се јавам на техничка подршка.,common_voice_mk_39839598.mp3,Common Voice 17.0 MK,CC-0
поединец,0.9994,0.601,"Едноставно никој не може да влијае на тоа, ниту еден поединец или група.",common_voice_mk_39852308.mp3,Common Voice 17.0 MK,CC-0
поезија,0.9944,0.541,"Покрај стручните текстови и коментарите, пишува поезија и проза, како и приказни за сликовници.",common_voice_mk_39726227.mp3,Common Voice 17.0 MK,CC-0
поезијата,0.9391,0.622,"Струга со децении е центар на поезијата, а ти сепак пишуваш проза!",common_voice_mk_39745975.mp3,Common Voice 17.0 MK,CC-0
поет,0.9020,0.381,Што ќе се остави како што рекол еден поет тишината сама да го рече.,common_voice_mk_39689978.mp3,Common Voice 17.0 MK,CC-0
поети,0.9979,0.541,"Повикајте и неколку живи поети, можеби и доктор, поп и полицаец.",common_voice_mk_39701859.mp3,Common Voice 17.0 MK,CC-0
поетика,0.9995,0.541,"Студирал философија и комуникологија, а дипломирал на поетика на краткиот раказ.",common_voice_mk_39768560.mp3,Common Voice 17.0 MK,CC-0
поетите,0.9994,0.481,Тајните служби и поетите се спојувале преку неколку сродности.,common_voice_mk_39839670.mp3,Common Voice 17.0 MK,CC-0
поетот,0.9932,0.441,Поетот не би требал да го објаснува поетскиот занает или творечкиот процес.,common_voice_mk_39713483.mp3,Common Voice 17.0 MK,CC-0
поетски,0.9399,0.461,"Конечно откриени тајните на проклетиот поетски брак, врескале насловните на весниците.",common_voice_mk_39759557.mp3,Common Voice 17.0 MK,CC-0
поетскиот,0.9321,0.542,Поетот не би требал да го објаснува поетскиот занает или творечкиот процес.,common_voice_mk_39713483.mp3,Common Voice 17.0 MK,CC-0
пожелувам,0.9098,0.662,"Ја загубив желбата по она што го барам, барајќи го она што го пожелувам.",common_voice_mk_39774713.mp3,Common Voice 17.0 MK,CC-0
пожолтените,0.8654,0.781,Уште ме покажуваа пожолтените бакрорези во нежните фолијанти.,common_voice_mk_39874684.mp3,Common Voice 17.0 MK,CC-0
позади,0.7202,0.381,Аманда трча позади една дина и еден од нас ја следи.,common_voice_mk_39714653.mp3,Common Voice 17.0 MK,CC-0
поздрав,0.9995,0.461,Јас му кимнав со главата во знак на поздрав и тргнав.,common_voice_mk_39700573.mp3,Common Voice 17.0 MK,CC-0
поздрави,0.9905,0.481,"Беа измамени од келнерот, кој потоа ги поздрави со староримски поздрав.",common_voice_mk_39702228.mp3,Common Voice 17.0 MK,CC-0
поздравувам,0.9974,0.682,"Ги поздравувам зашто знам дека се способни да восхитат илјадници духови, дури и најнедоверчиви.",common_voice_mk_39748443.mp3,Common Voice 17.0 MK,CC-0
пози,0.7476,0.361,Овој филмски пар своето бакнување во сите пози го пренел и во вистинскиот живот.,common_voice_mk_39874828.mp3,Common Voice 17.0 MK,CC-0
позитив,0.9989,0.561,"Немтур е позитив, намќор нејзин семантички компаратив и некез суперлатив над суперлативите.",common_voice_mk_39845508.mp3,Common Voice 17.0 MK,CC-0
позиции,0.9995,0.562,"Имав понуда и за некои многу високи позиции, но не ги прифатив.",common_voice_mk_39699592.mp3,Common Voice 17.0 MK,CC-0
позиционирање,0.9860,0.841,Системот за глобално позиционирање работи со триангулација.,common_voice_mk_39726221.mp3,Common Voice 17.0 MK,CC-0
позлатени,0.9588,0.663,"Изградете го од позлатени или криви огледала, некои да го видат своето вистинско лице.",common_voice_mk_39797148.mp3,Common Voice 17.0 MK,CC-0
познава,0.9995,0.481,Дон секогаш покажувал дека одлично ги познава комплексните психолошки концепти.,common_voice_mk_39748218.mp3,Common Voice 17.0 MK,CC-0
познаваат,0.9995,0.681,Сега повеќе се познаваат зашто лицето ми станува побледо и виснато.,common_voice_mk_39775210.mp3,Common Voice 17.0 MK,CC-0
познаваме,0.9585,0.642,Налетуваме еден на друг во огромен град и не се познаваме.,common_voice_mk_39924963.mp3,Common Voice 17.0 MK,CC-0
познавачот,0.9773,0.681,"Додека е тука познавачот на сите ролји, никој нема да ја утне претставата!",common_voice_mk_39702095.mp3,Common Voice 17.0 MK,CC-0
познат,0.9992,0.421,Познат е како голем трговец со дрога.,common_voice_mk_39793090.mp3,Common Voice 17.0 MK,CC-0
позната,0.9993,0.462,Една позната компанија од Шведска продава мебел во многу земји од светот.,common_voice_mk_39867812.mp3,Common Voice 17.0 MK,CC-0
познатата,0.7528,0.562,Необичното однесување било својствено за познатата уметница.,common_voice_mk_39813265.mp3,Common Voice 17.0 MK,CC-0
познати,0.9997,0.480,"Во апстракцијата, ние инстинктивно бараме познати модели, препознатливи облици и фигури.",common_voice_mk_39674471.mp3,Common Voice 17.0 MK,CC-0
познатите,0.9966,0.582,Оттаму доаѓаат боите кои отстапуваат од спектарот на познатите бои и оние на виножитото.,common_voice_mk_39922133.mp3,Common Voice 17.0 MK,CC-0
позначајни,0.8153,0.622,Местата што ви се допаѓаат и ви се чинат позначајни ги подвлекувате со молив.,common_voice_mk_39900478.mp3,Common Voice 17.0 MK,CC-0
поинаква,0.9534,0.582,Овде нам ни е потребен поинаков експеримент и поинаква писменост.,common_voice_mk_39725962.mp3,Common Voice 17.0 MK,CC-0
поинакво,0.8964,0.541,"Веќе одамна насетував дека во авион сѐ е лесно, поинакво.",common_voice_mk_39699450.mp3,Common Voice 17.0 MK,CC-0
поинаков,0.9326,0.602,Овде нам ни е потребен поинаков експеримент и поинаква писменост.,common_voice_mk_39725962.mp3,Common Voice 17.0 MK,CC-0
поинаку,0.8641,0.501,Времето поинаку ми тече и никогаш не сум сакала да мешам зборови и бројки.,common_voice_mk_39777228.mp3,Common Voice 17.0 MK,CC-0
покажаа,0.9952,0.602,Се покажаа како ефикасно решение за кошмарите.,common_voice_mk_39764362.mp3,Common Voice 17.0 MK,CC-0
покажам,0.9996,0.483,Сега ќе ви покажам нешто убаво.,common_voice_mk_39774788.mp3,Common Voice 17.0 MK,CC-0
покажат,0.9901,0.482,Само сакаат да ни покажат каде ќе бидеме закопани.,common_voice_mk_39745287.mp3,Common Voice 17.0 MK,CC-0
покажува,0.9862,0.561,Пензионираниот банкарски чиновник покажува на телевизија магнетофонски ленти со снимени гласови на умрените.,common_voice_mk_39776333.mp3,Common Voice 17.0 MK,CC-0
покажуваа,0.8323,0.681,Уште ме покажуваа пожолтените бакрорези во нежните фолијанти.,common_voice_mk_39874684.mp3,Common Voice 17.0 MK,CC-0
покажуваат,0.9995,0.642,Сите тие приказни покажуваат дека демократијата почива на чесност.,common_voice_mk_39790442.mp3,Common Voice 17.0 MK,CC-0
покажувал,0.9996,0.582,Дон секогаш покажувал дека одлично ги познава комплексните психолошки концепти.,common_voice_mk_39748218.mp3,Common Voice 17.0 MK,CC-0
покажувајќи,0.5700,0.683,"Климнав со главата, покажувајќи дека се сложувам.",common_voice_mk_39845518.mp3,Common Voice 17.0 MK,CC-0
показалецот,0.8585,0.881,"Тој молчеше и пушеше, држејќи ја цигарата со палецот и показалецот.",common_voice_mk_39886417.mp3,Common Voice 17.0 MK,CC-0
поканети,0.7599,0.542,Сите номинирани изведувачи беа поканети да настапат таа вечер.,common_voice_mk_39874559.mp3,Common Voice 17.0 MK,CC-0
поканил,0.6685,0.421,Не се сеќавам кога последен пат си ме поканил на кафе.,common_voice_mk_39761239.mp3,Common Voice 17.0 MK,CC-0
поклопува,0.9862,0.582,Апстракцијата го поклопува размислувањето од дното-нагоре каде се бараат многу малку претходни знаења.,common_voice_mk_39775157.mp3,Common Voice 17.0 MK,CC-0
покрај,0.9954,0.421,"Тие имаат среќен брак, и покрај тоа што немаат деца.",common_voice_mk_39709752.mp3,Common Voice 17.0 MK,CC-0
покреативни,0.9965,0.703,Дали децата се покреативни од возрасните?,common_voice_mk_39790410.mp3,Common Voice 17.0 MK,CC-0
покри,0.9982,0.381,Кога очите на градот ги покри лилава смола една улица отиде во неврат.,common_voice_mk_39748277.mp3,Common Voice 17.0 MK,CC-0
покривот,0.9992,0.562,Агентот тајно влезе во амбасадата преку покривот.,common_voice_mk_39825324.mp3,Common Voice 17.0 MK,CC-0
покриена,0.9956,0.561,"Идеалната детска месечина, сега навидум покриена со мувла, лунатично ја обожавам и ја посакувам.",common_voice_mk_39750640.mp3,Common Voice 17.0 MK,CC-0
покриени,0.6825,0.522,"Продолжи нежно да ме допира, мавтајќи со трепките покриени со маскара.",common_voice_mk_39845436.mp3,Common Voice 17.0 MK,CC-0
покрија,0.9723,0.422,"Заврна снег, се покрија трагите.",common_voice_mk_39774705.mp3,Common Voice 17.0 MK,CC-0
пола,0.9990,0.360,"Ѕвонежот ми одекнуваше длабоко во мислите, парајќи го умот на пола.",common_voice_mk_39839600.mp3,Common Voice 17.0 MK,CC-0
полазија,0.7729,0.502,По рацете и по грбот ме полазија морници.,common_voice_mk_39774903.mp3,Common Voice 17.0 MK,CC-0
полазуваат,0.7087,0.722,"Се здрвувам, морници ми полазуваат и почнувам да се знојам.",common_voice_mk_39759499.mp3,Common Voice 17.0 MK,CC-0
поле,0.9997,0.321,Земјиното магнетно поле може да се претстави како магнетен дипол.,common_voice_mk_39782014.mp3,Common Voice 17.0 MK,CC-0
полека,0.9806,0.402,"Не бегав, полека си отидов.",common_voice_mk_39678321.mp3,Common Voice 17.0 MK,CC-0
полесно,0.8307,0.541,Ништо не е полесно од менувањето на минатото.,common_voice_mk_39774861.mp3,Common Voice 17.0 MK,CC-0
полжави,0.8845,0.501,Варта црцореше небаре полжави кога се ставаат на оган.,common_voice_mk_40037213.mp3,Common Voice 17.0 MK,CC-0
политика,0.9995,0.582,Среќен сум што имаме ваков политичар во македонската политика.,common_voice_mk_39657984.mp3,Common Voice 17.0 MK,CC-0
политиката,0.9999,0.701,"Сметам дека во политиката сѐ треба да се решава со зборови, пишани или усни.",common_voice_mk_39774644.mp3,Common Voice 17.0 MK,CC-0
политики,0.9999,0.602,Дали е сега доцна за да се санкционираат таквите политики?,common_voice_mk_39900547.mp3,Common Voice 17.0 MK,CC-0
политичар,0.9946,0.602,"Наградата која најмногу ја посакувам е благодарноста од моите сограѓани, рекол првиот политичар.",common_voice_mk_39699648.mp3,Common Voice 17.0 MK,CC-0
политичарот,0.9912,0.721,Што би можел политичарот да заплетка кога сѐ е расплетено?,common_voice_mk_39854561.mp3,Common Voice 17.0 MK,CC-0
политичката,0.9953,0.982,Нема прикази на политичката хипокризија и дволичност.,common_voice_mk_39809251.mp3,Common Voice 17.0 MK,CC-0
политички,0.9998,0.642,Русо го велича дивјакот како добар политички материјал.,common_voice_mk_39699451.mp3,Common Voice 17.0 MK,CC-0
полицаец,0.8857,0.701,"Повикајте и неколку живи поети, можеби и доктор, поп и полицаец.",common_voice_mk_39701859.mp3,Common Voice 17.0 MK,CC-0
полицајци,0.9998,0.722,Оваа група полицајци по некое време поставува неколку бомби на стратешки места низ градот.,common_voice_mk_39748472.mp3,Common Voice 17.0 MK,CC-0
полицајците,0.9995,0.742,"Вудард бил одведен в затвор, бутнат на подот каде полицајците продолжиле да го тепаат.",common_voice_mk_39779749.mp3,Common Voice 17.0 MK,CC-0
полициска,0.9991,0.702,"Уште некој дига капија, уште има полициска, па и царинска контрола.",common_voice_mk_39674506.mp3,Common Voice 17.0 MK,CC-0
полициската,0.8764,0.723,Црнците демонстрираа против полициската бруталност.,common_voice_mk_39813398.mp3,Common Voice 17.0 MK,CC-0
полиција,0.9991,0.622,Моите ноќни тажења станаа толку гласни што соседите повикаа полиција.,common_voice_mk_39793132.mp3,Common Voice 17.0 MK,CC-0
полицијата,0.9845,0.702,"Почесто ѝ пишуваат дојави на полицијата, отколку проза.",common_voice_mk_39702094.mp3,Common Voice 17.0 MK,CC-0
полн,0.9768,0.381,Камионот кој смрди е полн фрлен живот и луѓе во портокалово.,common_voice_mk_39715414.mp3,Common Voice 17.0 MK,CC-0
полна,0.7835,0.341,Книгата е полна со размислувања за растечката криза.,common_voice_mk_39922120.mp3,Common Voice 17.0 MK,CC-0
полнев,0.8801,0.421,Отидов на планина и полнев торби со ајдучка трева.,common_voice_mk_39777183.mp3,Common Voice 17.0 MK,CC-0
полни,0.9994,0.341,Последниве две минути изброив дека поминале четири камиони полни со мисирки.,common_voice_mk_39824556.mp3,Common Voice 17.0 MK,CC-0
полно,0.9986,0.361,"Полно е тоа дно со златници, беше убедена во детството, златници собирани со генерации.",common_voice_mk_39825119.mp3,Common Voice 17.0 MK,CC-0
половина,0.9916,0.481,Со тешко срце ги зготви и ја повика на вечера половина зграда.,common_voice_mk_39745338.mp3,Common Voice 17.0 MK,CC-0
положи,0.8561,0.541,Малку требаше па да положи.,common_voice_mk_39758646.mp3,Common Voice 17.0 MK,CC-0
положувајќи,0.9822,0.722,"Облаците експлодираа, положувајќи безброј бели икри на студеното лице на земјата.",common_voice_mk_39825359.mp3,Common Voice 17.0 MK,CC-0
полониј,0.6283,0.481,"Но, тоа бил Полониј, таткото на Офелија.",common_voice_mk_39814843.mp3,Common Voice 17.0 MK,CC-0
полошо,0.9316,0.461,Се прашувам дали можеби ги криеш или уште полошо крадеш.,common_voice_mk_39825312.mp3,Common Voice 17.0 MK,CC-0
полски,0.9996,0.481,"Негови дела се преведени на словенечки, полски, албански и турски јазик.",common_voice_mk_39726045.mp3,Common Voice 17.0 MK,CC-0
полудував,0.8725,0.701,Го напнуваше своето долго тело и јас тука полудував.,common_voice_mk_39793080.mp3,Common Voice 17.0 MK,CC-0
полумракот,0.8603,0.741,Песот не се буди од ненамерниот удар на вознемирената нога која стапнува во полумракот.,common_voice_mk_39745976.mp3,Common Voice 17.0 MK,CC-0
полјанката,0.8949,0.663,На полјанката играат децата од седмо одделение.,common_voice_mk_39808983.mp3,Common Voice 17.0 MK,CC-0
помага,0.9887,0.502,Добриот владика и на сиромаси помага.,common_voice_mk_39829415.mp3,Common Voice 17.0 MK,CC-0
помали,0.8821,0.441,Работела како членка во хор и добивала помали улоги во филмовите.,common_voice_mk_39777350.mp3,Common Voice 17.0 MK,CC-0
помалку,0.9872,0.401,"Ако сакаа да плаќаат помалку, тогаш учествуваа во реновирање на куќата.",common_voice_mk_39922129.mp3,Common Voice 17.0 MK,CC-0
помека,0.9910,0.442,Кожата е помека кога е набабрена и влажна.,common_voice_mk_39726215.mp3,Common Voice 17.0 MK,CC-0
помести,0.9914,0.442,Да ги помести сите граници и невозможното да го направи можно.,common_voice_mk_39853784.mp3,Common Voice 17.0 MK,CC-0
помешаат,0.9752,0.621,Знаците мораат да се помешаат тогаш кога ќе настане збрка во стварите.,common_voice_mk_39726111.mp3,Common Voice 17.0 MK,CC-0
помеѓу,0.9995,0.441,"Еднаш засекогаш, помеѓу него и нас, беше споделена тајната дека сите сме ѕвезди.",common_voice_mk_39774842.mp3,Common Voice 17.0 MK,CC-0
помина,0.9591,0.501,"Помина низ маалото на прозрачните куќи, се наѕираа семејства со чинии полни меса.",common_voice_mk_39764396.mp3,Common Voice 17.0 MK,CC-0
поминаа,0.9939,0.441,"Таа ми удри корпа, јас ја ставив во корпата, поминаа ѓубрарите и ја испразнија.",common_voice_mk_39688510.mp3,Common Voice 17.0 MK,CC-0
поминавме,0.9803,0.642,Поминавме девет километри во пивската подземна визба.,common_voice_mk_39845524.mp3,Common Voice 17.0 MK,CC-0
поминале,0.9977,0.521,Последниве две минути изброив дека поминале четири камиони полни со мисирки.,common_voice_mk_39824556.mp3,Common Voice 17.0 MK,CC-0
поминуваа,0.9895,0.521,Средбите беа ризични и поминуваа со расправии и груби стартови по теренот.,common_voice_mk_39709127.mp3,Common Voice 17.0 MK,CC-0
поминуваат,0.9774,0.662,Зошто не си го поминуваат времето дома до топлите огништа?,common_voice_mk_39615824.mp3,Common Voice 17.0 MK,CC-0
поминувам,0.9782,0.481,Сакам да бидеме сами во последните мигови кои ги поминувам со тебе.,common_voice_mk_39924998.mp3,Common Voice 17.0 MK,CC-0
помирам,0.6455,0.441,"Сакав за себе, лично, да се помирам со минатото на моето семејство.",common_voice_mk_39922185.mp3,Common Voice 17.0 MK,CC-0
помирисав,0.9830,0.581,Го помирисав стравот на неговата наежена кожа.,common_voice_mk_39852254.mp3,Common Voice 17.0 MK,CC-0
помирување,0.9827,0.682,"Тоа е поглед уловен по една голема кавга, при едно големо помирување.",common_voice_mk_39748557.mp3,Common Voice 17.0 MK,CC-0
помисли,0.9998,0.521,"Не го рече тоа гласно, пијан сум помисли, и брзајќи го напушти станот.",common_voice_mk_39726064.mp3,Common Voice 17.0 MK,CC-0
помладата,0.9525,0.641,Оттогаш оваа цртана серија во континуитет беше омилена кај помладата популација.,common_voice_mk_40000629.mp3,Common Voice 17.0 MK,CC-0
помнењето,0.9732,0.681,Постојат болки кои го загубиле помнењето и не се сеќаваат зошто болат.,common_voice_mk_39699340.mp3,Common Voice 17.0 MK,CC-0
помогнало,0.9962,0.621,Подобрувањето на системот за јавен превоз би помогнало да се избегне сообраќајниот метеж.,common_voice_mk_39664262.mp3,Common Voice 17.0 MK,CC-0
помогнам,0.8660,0.562,"Господ вели: помогни си сам, та и јас да ти помогнам.",common_voice_mk_39813281.mp3,Common Voice 17.0 MK,CC-0
помогнат,0.9996,0.543,Тие не сакаат да помогнат.,common_voice_mk_39853778.mp3,Common Voice 17.0 MK,CC-0
помогни,0.8823,0.502,"Господ вели: помогни си сам, та и јас да ти помогнам.",common_voice_mk_39813281.mp3,Common Voice 17.0 MK,CC-0
помош,0.9307,0.362,И без твоја помош ќе се снајдам.,common_voice_mk_39908808.mp3,Common Voice 17.0 MK,CC-0
помрднат,0.8649,0.581,Потоа сточарите се наведнаа да му ја помрднат сенката на дедо ми.,common_voice_mk_39663975.mp3,Common Voice 17.0 MK,CC-0
помрднува,0.9483,0.621,"Тој не ги ни помрднува, не ги носи во кујната, не ги фаќа.",common_voice_mk_39908880.mp3,Common Voice 17.0 MK,CC-0
понатаму,0.9980,0.501,"Повеќето дисциплини и понатаму имаат нешто такво, и уличната уметност е една од нив.",common_voice_mk_39726208.mp3,Common Voice 17.0 MK,CC-0
понеизбежен,0.9931,0.663,Јазикот е многу постар и понеизбежен од државата.,common_voice_mk_39714654.mp3,Common Voice 17.0 MK,CC-0
понекогаш,0.9996,0.641,Размислувате ли понекогаш како насилството во вашите филмови влијае на гледачите?,common_voice_mk_39839674.mp3,Common Voice 17.0 MK,CC-0
понесуваше,0.9077,0.722,"Не секогаш ми се допаѓаше звукот, но секогаш ме понесуваше.",common_voice_mk_39745272.mp3,Common Voice 17.0 MK,CC-0
пониските,0.9998,0.561,"Дизелот е најевтин, поради пониските даноци.",common_voice_mk_39790465.mp3,Common Voice 17.0 MK,CC-0
поновата,0.8027,0.541,Сакавме да дознаеме за најдобрите филмови од поновата филмска историја.,common_voice_mk_39867563.mp3,Common Voice 17.0 MK,CC-0
поновите,0.9986,0.462,Поновите друштвени мрежи стануваат уште поспецијализирани.,common_voice_mk_39706195.mp3,Common Voice 17.0 MK,CC-0
понуда,0.8273,0.482,"Имав понуда и за некои многу високи позиции, но не ги прифатив.",common_voice_mk_39699592.mp3,Common Voice 17.0 MK,CC-0
поопасна,0.9960,0.622,Влада со телевизија е поопасна од влада со визија.,common_voice_mk_39900516.mp3,Common Voice 17.0 MK,CC-0
поп,0.9928,0.321,"Повикајте и неколку живи поети, можеби и доктор, поп и полицаец.",common_voice_mk_39701859.mp3,Common Voice 17.0 MK,CC-0
попарени,0.9795,0.642,"Одеа несигурно пред папуанската толпа, попарени и намалени без државна или конзулска заштита.",common_voice_mk_39820862.mp3,Common Voice 17.0 MK,CC-0
поплави,0.9987,0.482,Врнеше дожд кој ги поплави улиците.,common_voice_mk_39774905.mp3,Common Voice 17.0 MK,CC-0
пополни,0.9991,0.441,Не сакам ликот само да го пополни претпоставеното клише за самиот себе.,common_voice_mk_39702266.mp3,Common Voice 17.0 MK,CC-0
попот,0.9392,0.420,Преку таа модернизација на црквата попот и браќата го популаризираа одењето во црква.,common_voice_mk_39774913.mp3,Common Voice 17.0 MK,CC-0
попразни,0.9979,0.561,"На грбот носат бокали и врзопи, колку попразни толку потешки секој ден.",common_voice_mk_39664142.mp3,Common Voice 17.0 MK,CC-0
попрво,0.9886,0.421,Доаѓам дома и не знам која попрво да ја фатам.,common_voice_mk_39908860.mp3,Common Voice 17.0 MK,CC-0
попрецизно,0.9995,0.721,"Во ова огледало изобличувањето беше попрецизно, погрубо, и одвратно.",common_voice_mk_39853668.mp3,Common Voice 17.0 MK,CC-0
поприфатлива,0.9993,0.823,"Насловната веднаш била заменета со друга, поприфатлива.",common_voice_mk_39839620.mp3,Common Voice 17.0 MK,CC-0
попријатен,0.9994,0.621,Сфаќа дека во ваков свет уметноста не треба да го прави животот попријатен.,common_voice_mk_39854592.mp3,Common Voice 17.0 MK,CC-0
популаризираа,0.9838,0.921,Преку таа модернизација на црквата попот и браќата го популаризираа одењето во црква.,common_voice_mk_39774913.mp3,Common Voice 17.0 MK,CC-0
популарните,0.9996,0.662,Исклучително популарните манекенки со пејачките го делат медиумскиот простор и стил.,common_voice_mk_39767772.mp3,Common Voice 17.0 MK,CC-0
популарноста,0.9710,0.762,Популарноста на нишките е измерена со бројот на одговорите на форумите.,common_voice_mk_39808880.mp3,Common Voice 17.0 MK,CC-0
популација,0.9814,0.661,Оттогаш оваа цртана серија во континуитет беше омилена кај помладата популација.,common_voice_mk_40000629.mp3,Common Voice 17.0 MK,CC-0
попуштам,0.8829,0.504,Нема да попуштам дури и да ме молат.,common_voice_mk_39829901.mp3,Common Voice 17.0 MK,CC-0
поради,0.9999,0.381,"Поради проблем во мрежата, денес ќе има прекин во телефонските комуникации.",common_voice_mk_39748316.mp3,Common Voice 17.0 MK,CC-0
пораз,0.7720,0.501,Навистина умееме да живееме само во пораз.,common_voice_mk_39769613.mp3,Common Voice 17.0 MK,CC-0
поразени,0.9169,0.582,Па зарем ние можеме и смееме да умираме вака јадни бедни поразени?,common_voice_mk_39709353.mp3,Common Voice 17.0 MK,CC-0
порази,0.9988,0.482,Триесет и четири порази пред да почне.,common_voice_mk_39769733.mp3,Common Voice 17.0 MK,CC-0
пораката,0.9547,0.542,Интересна беше и пораката од последниот печат.,common_voice_mk_39660473.mp3,Common Voice 17.0 MK,CC-0
порано,0.8996,0.401,Снеже секој ден доаѓа порано в училиште.,common_voice_mk_39792944.mp3,Common Voice 17.0 MK,CC-0
пораснав,0.8656,0.462,Пораснав во куќа со прозорец и балкон кој гледа во центарот на светот.,common_voice_mk_39787547.mp3,Common Voice 17.0 MK,CC-0
пораснам,0.9992,0.581,"Толку беше едноставно да пораснам, да дознаам што ми се допаѓа, да експериментирам.",common_voice_mk_39824502.mp3,Common Voice 17.0 MK,CC-0
пореметена,0.9960,0.661,"Нејзината назапченост беше пореметена со два чудовишни запца, остри и крваво-црвени.",common_voice_mk_40037263.mp3,Common Voice 17.0 MK,CC-0
поретко,0.9461,0.461,Воедно и глумците на големите платна сѐ поретко се совршени кукли.,common_voice_mk_39825327.mp3,Common Voice 17.0 MK,CC-0
порно,0.9110,0.361,"Постојат секакви верзии, па дури и порно верзии.",common_voice_mk_39725879.mp3,Common Voice 17.0 MK,CC-0
порнографијата,0.9995,0.804,Порнографијата веќе ништо не ѝ остава на желбата.,common_voice_mk_39909208.mp3,Common Voice 17.0 MK,CC-0
породувањето,0.9024,0.721,"Породувањето било мошне тешко, бидејќи новороденчето цело време просто се гушело од смеење.",common_voice_mk_39781457.mp3,Common Voice 17.0 MK,CC-0
порта,0.9866,0.463,Отвори ја проклетата порта.,common_voice_mk_39845429.mp3,Common Voice 17.0 MK,CC-0
портокалово,0.8713,0.802,Камионот кој смрди е полн фрлен живот и луѓе во портокалово.,common_voice_mk_39715414.mp3,Common Voice 17.0 MK,CC-0
портрети,0.9954,0.602,"Кога умре, никој не смееше да ги тргне неговите портрети.",common_voice_mk_39709091.mp3,Common Voice 17.0 MK,CC-0
посакувам,0.9998,0.602,"Наградата која најмногу ја посакувам е благодарноста од моите сограѓани, рекол првиот политичар.",common_voice_mk_39699648.mp3,Common Voice 17.0 MK,CC-0
посакуваше,0.9082,0.761,"Тоа е она што ти го посакуваше, зар не?",common_voice_mk_39659769.mp3,Common Voice 17.0 MK,CC-0
посветена,0.9620,0.641,"Документарната програма, пак, и годинава е посветена на актуелните светски проблеми.",common_voice_mk_39792977.mp3,Common Voice 17.0 MK,CC-0
посветени,0.8143,0.622,Тоа го потврдуваат и бројните стихови посветени на оваа болест.,common_voice_mk_39874747.mp3,Common Voice 17.0 MK,CC-0
посветено,0.9200,0.562,Соништа е делото на кое му е посветено најмногу работа.,common_voice_mk_39776181.mp3,Common Voice 17.0 MK,CC-0
посебен,0.9998,0.522,Дали во вашето творештво постои посебен пристап во таа синтеза?,common_voice_mk_39774760.mp3,Common Voice 17.0 MK,CC-0
