word,sentence,audio_path,source,license,status
некој,"Не само поради пригодата, туку заради тоа што надвор дувка некој свеж ветер.",common_voice_mk_39813374.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
ги,Вардар ги подрива темелите на театарот и бликнува на сцена!,common_voice_mk_39813376.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
песната,Песната е нешто што се продава во книжарница или во аптека.,common_voice_mk_39813383.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
што,Песната е нешто што се продава во книжарница или во аптека.,common_voice_mk_39813383.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,Песната е нешто што се продава во книжарница или во аптека.,common_voice_mk_39813383.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,"Мајката е целата во црнина, не ѝ се гледа лицето.",common_voice_mk_39820773.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
заедно,Цело време размислувам како да бидеме заедно на некој потивок начин.,common_voice_mk_39820794.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
начин,Цело време размислувам како да бидеме заедно на некој потивок начин.,common_voice_mk_39820794.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
како,Цело време размислувам како да бидеме заедно на некој потивок начин.,common_voice_mk_39820794.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
некој,Цело време размислувам како да бидеме заедно на некој потивок начин.,common_voice_mk_39820794.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
што,Илустрациите се прилично интровертни бидејќи пренесуваат нешта што мене лично ми се случуваат.,common_voice_mk_39820800.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,Илустрациите се прилично интровертни бидејќи пренесуваат нешта што мене лично ми се случуваат.,common_voice_mk_39820800.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
го,"Кога почнав да го снимам филмот, немав ништо на ум.",common_voice_mk_39820818.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
споменува,Со наздравица се споменува монархот и иднината.,common_voice_mk_39820819.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
со,Со наздравица се споменува монархот и иднината.,common_voice_mk_39820819.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,Со наздравица се споменува монархот и иднината.,common_voice_mk_39820819.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
може,Како може современа матрица да биде матрицата од пред два-три века?,common_voice_mk_39820852.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
како,Како може современа матрица да биде матрицата од пред два-три века?,common_voice_mk_39820852.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
пред,Како може современа матрица да биде матрицата од пред два-три века?,common_voice_mk_39820852.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
пред,"Одеа несигурно пред папуанската толпа, попарени и намалени без државна или конзулска заштита.",common_voice_mk_39820862.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,Отиде да се прошета.,common_voice_mk_39820889.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
по,По кејот бавно се шеташе високиот цилиндар.,common_voice_mk_39820899.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,По кејот бавно се шеташе високиот цилиндар.,common_voice_mk_39820899.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
биле,"Диносаурусите не преживеале, но тие биле огромни.",common_voice_mk_39820902.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
уште,Мислам дека сѐ уште имам некои од тие снимки.,common_voice_mk_39820910.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
дека,Мислам дека сѐ уште имам некои од тие снимки.,common_voice_mk_39820910.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
некои,Мислам дека сѐ уште имам некои од тие снимки.,common_voice_mk_39820910.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
со,Мајка ти е во болница со татко ти.,common_voice_mk_39829058.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
начин,"Бог работи на мистериозен начин, рече мајка ми.",common_voice_mk_39829088.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
работи,"Бог работи на мистериозен начин, рече мајка ми.",common_voice_mk_39829088.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
по,"Збор по збор, и добро се напивме.",common_voice_mk_39829089.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
добро,"Збор по збор, и добро се напивме.",common_voice_mk_39829089.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,"Збор по збор, и добро се напивме.",common_voice_mk_39829089.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
некои,"Некои луѓе сакаат галеби, некои не.",common_voice_mk_39829125.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
тоа,Но ништо од тоа не е вистина.,common_voice_mk_39829146.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
ги,"Испушти ги со молчење кучињата, мачките и птиците, споменичните старудии, пријателите и соништата.",common_voice_mk_39829152.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
со,"Испушти ги со молчење кучињата, мачките и птиците, споменичните старудии, пријателите и соништата.",common_voice_mk_39829152.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
му,Како да му објасниш на едномесечно бебе дека не е здраво да гнете навечер.,common_voice_mk_39829155.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
дека,Како да му објасниш на едномесечно бебе дека не е здраво да гнете навечер.,common_voice_mk_39829155.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
здраво,Како да му објасниш на едномесечно бебе дека не е здраво да гнете навечер.,common_voice_mk_39829155.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
како,Како да му објасниш на едномесечно бебе дека не е здраво да гнете навечер.,common_voice_mk_39829155.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
го,"Не грижи се, навикнат е тато тоа мороните у публика да го викаат педер.",common_voice_mk_39829158.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
тоа,"Не грижи се, навикнат е тато тоа мороните у публика да го викаат педер.",common_voice_mk_39829158.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,"Не грижи се, навикнат е тато тоа мороните у публика да го викаат педер.",common_voice_mk_39829158.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
сите,Научи ги сите нивни тајни и издавај ги.,common_voice_mk_39829160.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
ги,Научи ги сите нивни тајни и издавај ги.,common_voice_mk_39829160.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
нивни,Научи ги сите нивни тајни и издавај ги.,common_voice_mk_39829160.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,"Во мене се буни самиот јазик, носителот на најбунтовната животна содржина, против таа содржина.",common_voice_mk_39829161.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
може,На лотарија може и да се добие.,common_voice_mk_39829177.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,На лотарија може и да се добие.,common_voice_mk_39829177.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
оваа,"Смела и уверлива, оваа инсталација сигурно ги надминува сите нивни очекувања.",common_voice_mk_39829182.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
сите,"Смела и уверлива, оваа инсталација сигурно ги надминува сите нивни очекувања.",common_voice_mk_39829182.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
ги,"Смела и уверлива, оваа инсталација сигурно ги надминува сите нивни очекувања.",common_voice_mk_39829182.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
нивни,"Смела и уверлива, оваа инсталација сигурно ги надминува сите нивни очекувања.",common_voice_mk_39829182.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
само,Па затоа што само словенски има дванаесет.,common_voice_mk_39829235.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
што,Па затоа што само словенски има дванаесет.,common_voice_mk_39829235.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
па,Па затоа што само словенски има дванаесет.,common_voice_mk_39829235.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
која,Која илузија сега се продава на широкиот дигитален хоризонт?,common_voice_mk_39829236.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
сега,Која илузија сега се продава на широкиот дигитален хоризонт?,common_voice_mk_39829236.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,Која илузија сега се продава на широкиот дигитален хоризонт?,common_voice_mk_39829236.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
која,Техниката со која што се служи е цртање со туш.,common_voice_mk_39829308.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
што,Техниката со која што се служи е цртање со туш.,common_voice_mk_39829308.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
со,Техниката со која што се служи е цртање со туш.,common_voice_mk_39829308.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,Техниката со која што се служи е цртање со туш.,common_voice_mk_39829308.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
по,Таа ги наводнува растенијата секој ден по зајдисонце.,common_voice_mk_39829320.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
ги,Таа ги наводнува растенијата секој ден по зајдисонце.,common_voice_mk_39829320.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
неговите,Го испраќа Хамлет во Англија со неговите придружници.,common_voice_mk_39829363.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
го,Го испраќа Хамлет во Англија со неговите придружници.,common_voice_mk_39829363.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
со,Го испраќа Хамлет во Англија со неговите придружници.,common_voice_mk_39829363.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
ќе,Да имаше време ќе се сетеше на советите на старите ловци.,common_voice_mk_39829369.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,Да имаше време ќе се сетеше на советите на старите ловци.,common_voice_mk_39829369.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,"Тука тие стануваат протагонисти, а нивните визуелни идентитети се јасно и прекрасно претставени.",common_voice_mk_39829370.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
нивните,"Тука тие стануваат протагонисти, а нивните визуелни идентитети се јасно и прекрасно претставени.",common_voice_mk_39829370.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
јасно,"Тука тие стануваат протагонисти, а нивните визуелни идентитети се јасно и прекрасно претставени.",common_voice_mk_39829370.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
за,Ама не ми се укажа можност за остварување на желбата.,common_voice_mk_39829371.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,Ама не ми се укажа можност за остварување на желбата.,common_voice_mk_39829371.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
му,Зборовите му испаѓаат од уста како празни лешници.,common_voice_mk_39829455.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
како,Зборовите му испаѓаат од уста како празни лешници.,common_voice_mk_39829455.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
една,Пред неколку дена видов една падина со циклами.,common_voice_mk_39829457.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
со,Пред неколку дена видов една падина со циклами.,common_voice_mk_39829457.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
пред,Пред неколку дена видов една падина со циклами.,common_voice_mk_39829457.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
по,Свечено украсените автобуси кружат по малите плоштади.,common_voice_mk_39845026.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
само,"Можеш само да не гледаш, а тоа не е решение.",common_voice_mk_39845050.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
тоа,"Можеш само да не гледаш, а тоа не е решение.",common_voice_mk_39845050.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
само,Само што сакав да те разбудам и да ти кажам.,common_voice_mk_39845052.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
што,Само што сакав да те разбудам и да ти кажам.,common_voice_mk_39845052.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
за,Како што нема и за правење филмови.,common_voice_mk_39845122.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
нема,Како што нема и за правење филмови.,common_voice_mk_39845122.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
како,Како што нема и за правење филмови.,common_voice_mk_39845122.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
што,Како што нема и за правење филмови.,common_voice_mk_39845122.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
по,"По предметите, како прав, паѓа неговото отсуство.",common_voice_mk_39845151.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
како,"По предметите, како прав, паѓа неговото отсуство.",common_voice_mk_39845151.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
неговото,"По предметите, како прав, паѓа неговото отсуство.",common_voice_mk_39845151.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
како,Белорусија како своја официјална валута ја користи рубљата.,common_voice_mk_39845152.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
ја,Белорусија како своја официјална валута ја користи рубљата.,common_voice_mk_39845152.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
како,Бришењето е подеднакво важно како и пишувањето.,common_voice_mk_39845166.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
која,"Таа теза е точна, но во смисла која е токму спротивна од вообичаеното разбирање.",common_voice_mk_39845206.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
може,Како уметноста може да придонесе кон оваа борба?,common_voice_mk_39845210.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
оваа,Како уметноста може да придонесе кон оваа борба?,common_voice_mk_39845210.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
како,Како уметноста може да придонесе кон оваа борба?,common_voice_mk_39845210.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
го,Односот кон Офелија сосема го менува.,common_voice_mk_39845261.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
ќе,Ќе замавнеме на тапан и паѓаат храна и пијалоци од небото.,common_voice_mk_39845379.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
ги,Во подрумот ги тутнав рацете во панталоните.,common_voice_mk_39845396.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
ја,Отвори ја проклетата порта.,common_voice_mk_39845429.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
со,"Продолжи нежно да ме допира, мавтајќи со трепките покриени со маскара.",common_voice_mk_39845436.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
ќе,"Ако се сториш овца, секој ќе те стрижи.",common_voice_mk_39845437.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,"Ако се сториш овца, секој ќе те стрижи.",common_voice_mk_39845437.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
скоро,Најголем дел од вселената има густина и притисок скоро колку совршен вакуум.,common_voice_mk_39845445.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
го,Филмот го претставува времето на лошиот третман на транс луѓето во филмската историја.,common_voice_mk_39845469.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
луѓето,Филмот го претставува времето на лошиот третман на транс луѓето во филмската историја.,common_voice_mk_39845469.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
претставува,Филмот го претставува времето на лошиот третман на транс луѓето во филмската историја.,common_voice_mk_39845469.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
времето,Филмот го претставува времето на лошиот третман на транс луѓето во филмската историја.,common_voice_mk_39845469.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
беше,"Беше млада, многу млада, и на себе немаше никаква облека.",common_voice_mk_39845515.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
луѓето,"Луѓето мислеа дека сум многу паметен, но јас немав ни два грама мозок.",common_voice_mk_39845517.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
дека,"Луѓето мислеа дека сум многу паметен, но јас немав ни два грама мозок.",common_voice_mk_39845517.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
дека,"Климнав со главата, покажувајќи дека се сложувам.",common_voice_mk_39845518.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
со,"Климнав со главата, покажувајќи дека се сложувам.",common_voice_mk_39845518.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,"Климнав со главата, покажувајќи дека се сложувам.",common_voice_mk_39845518.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
по,Подобро отколку да те ѕвизнат со камен по грб.,common_voice_mk_39845529.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
со,Подобро отколку да те ѕвизнат со камен по грб.,common_voice_mk_39845529.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
по,Тие изнајмиле чамец и слегле по реката.,common_voice_mk_39867357.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
сме,Но ние овде не сме во првиот семестар.,common_voice_mk_39867406.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
првиот,Но ние овде не сме во првиот семестар.,common_voice_mk_39867406.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
како,"Вашата сила е во стиховите, исто како и во специфичната музика.",common_voice_mk_39867446.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
го,"Оние кои никогаш не го повлекуваат своето мислење, повеќе се сакаат себеси отколку вистината.",common_voice_mk_39867475.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,"Оние кои никогаш не го повлекуваат своето мислење, повеќе се сакаат себеси отколку вистината.",common_voice_mk_39867475.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
себеси,"Оние кои никогаш не го повлекуваат своето мислење, повеќе се сакаат себеси отколку вистината.",common_voice_mk_39867475.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
оние,"Оние кои никогаш не го повлекуваат своето мислење, повеќе се сакаат себеси отколку вистината.",common_voice_mk_39867475.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
кои,"Оние кои никогаш не го повлекуваат своето мислење, повеќе се сакаат себеси отколку вистината.",common_voice_mk_39867475.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
повеќе,"Оние кои никогаш не го повлекуваат своето мислење, повеќе се сакаат себеси отколку вистината.",common_voice_mk_39867475.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
како,Затоа и денес праведните така умираат како презрени предавници.,common_voice_mk_39867476.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
така,Затоа и денес праведните така умираат како презрени предавници.,common_voice_mk_39867476.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
оваа,Во заплетот на оваа драма навистина има нешто бајковито.,common_voice_mk_39867477.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
информации,Не сакам ексклузивни информации - сакам инклузивни.,common_voice_mk_39867489.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
сите,"Не можеше да ги здогледа сите тие капки, да ги запомни, да ги впие.",common_voice_mk_39867537.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
ги,"Не можеше да ги здогледа сите тие капки, да ги запомни, да ги впие.",common_voice_mk_39867537.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
за,"Постои уште една причина, настрана од личната, сѐ уште да се пишува за комунизмот.",common_voice_mk_39867556.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,"Постои уште една причина, настрана од личната, сѐ уште да се пишува за комунизмот.",common_voice_mk_39867556.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
уште,"Постои уште една причина, настрана од личната, сѐ уште да се пишува за комунизмот.",common_voice_mk_39867556.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
една,"Постои уште една причина, настрана од личната, сѐ уште да се пишува за комунизмот.",common_voice_mk_39867556.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
што,Баш колку што имаше од тротоар до влада синоќа.,common_voice_mk_39867558.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
за,Сакавме да дознаеме за најдобрите филмови од поновата филмска историја.,common_voice_mk_39867563.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
оние,Не можам да се согласам со оние кои скромноста ја сместуваат во доблестите.,common_voice_mk_39867573.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
кои,Не можам да се согласам со оние кои скромноста ја сместуваат во доблестите.,common_voice_mk_39867573.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
ја,Не можам да се согласам со оние кои скромноста ја сместуваат во доблестите.,common_voice_mk_39867573.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
со,Не можам да се согласам со оние кои скромноста ја сместуваат во доблестите.,common_voice_mk_39867573.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,Не можам да се согласам со оние кои скромноста ја сместуваат во доблестите.,common_voice_mk_39867573.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
една,Но мојата песна беше веќе писмо до една македонска мајка.,common_voice_mk_39867596.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
веќе,Но мојата песна беше веќе писмо до една македонска мајка.,common_voice_mk_39867596.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
беше,Но мојата песна беше веќе писмо до една македонска мајка.,common_voice_mk_39867596.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
тоа,"Како мислиш што е, возврати сопственикот на островчето, тоа ти е валкана сперма.",common_voice_mk_39867630.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
како,"Како мислиш што е, возврати сопственикот на островчето, тоа ти е валкана сперма.",common_voice_mk_39867630.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
што,"Како мислиш што е, возврати сопственикот на островчето, тоа ти е валкана сперма.",common_voice_mk_39867630.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
додека,Додека началникот трчаше по скалите морското прасе ја спрашти.,common_voice_mk_39867646.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
по,Додека началникот трчаше по скалите морското прасе ја спрашти.,common_voice_mk_39867646.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
ја,Додека началникот трчаше по скалите морското прасе ја спрашти.,common_voice_mk_39867646.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
неговиот,Видениот лик беше буквална рефлексија на неговиот вистински лик.,common_voice_mk_39867648.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
беше,Видениот лик беше буквална рефлексија на неговиот вистински лик.,common_voice_mk_39867648.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
го,Понекогаш ми се чини дека животот може да го отсонувам.,common_voice_mk_39867649.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,Понекогаш ми се чини дека животот може да го отсонувам.,common_voice_mk_39867649.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
може,Понекогаш ми се чини дека животот може да го отсонувам.,common_voice_mk_39867649.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
дека,Понекогаш ми се чини дека животот може да го отсонувам.,common_voice_mk_39867649.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
понекогаш,Понекогаш ми се чини дека животот може да го отсонувам.,common_voice_mk_39867649.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
му,Што ќе му прават на телото без душа?,common_voice_mk_39867690.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
ќе,Што ќе му прават на телото без душа?,common_voice_mk_39867690.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
што,Што ќе му прават на телото без душа?,common_voice_mk_39867690.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
го,"Го допира нежно, потоа притиска малку посилно, нема болка.",common_voice_mk_39867758.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
нема,"Го допира нежно, потоа притиска малку посилно, нема болка.",common_voice_mk_39867758.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
потоа,"Го допира нежно, потоа притиска малку посилно, нема болка.",common_voice_mk_39867758.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,Предложувам да видиме дали е возможно да се објават само првите пет книги.,common_voice_mk_39867760.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
само,Предложувам да видиме дали е возможно да се објават само првите пет книги.,common_voice_mk_39867760.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
заедно,Беше подобро додека бевме заедно во едно тело.,common_voice_mk_39867785.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
додека,Беше подобро додека бевме заедно во едно тело.,common_voice_mk_39867785.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
беше,Беше подобро додека бевме заедно во едно тело.,common_voice_mk_39867785.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
настани,"Во Скопје има многу кафулиња, но малку културни настани.",common_voice_mk_39867793.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,"Тука има многу бучава, не можам да се слушнам самиот себе.",common_voice_mk_39867803.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
ќе,"Ќе ти помогнам да дојдеш ако доаѓаш, и да не дојдеш ако не доаѓаш.",common_voice_mk_39867804.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
светот,Една позната компанија од Шведска продава мебел во многу земји од светот.,common_voice_mk_39867812.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
една,Една позната компанија од Шведска продава мебел во многу земји од светот.,common_voice_mk_39867812.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
позната,Една позната компанија од Шведска продава мебел во многу земји од светот.,common_voice_mk_39867812.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
си,"Ако си мома, седи си дома.",common_voice_mk_39874520.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
сите,Сите номинирани изведувачи беа поканети да настапат таа вечер.,common_voice_mk_39874559.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
што,Подобра сум од повеќето што ме опкружуваат.,common_voice_mk_39874562.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
сега,Тој сега ужива во својата аговина.,common_voice_mk_39874579.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
оваа,Никој не знае што има зад оваа порта.,common_voice_mk_39874610.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
што,Никој не знае што има зад оваа порта.,common_voice_mk_39874610.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
додека,Додека не те викнат немој да влегуваш.,common_voice_mk_39874620.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
за,"Во тоа време имав незаситна потреба за лудило, лудило во дело.",common_voice_mk_39874649.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
тоа,"Во тоа време имав незаситна потреба за лудило, лудило во дело.",common_voice_mk_39874649.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
уште,Уште ме покажуваа пожолтените бакрорези во нежните фолијанти.,common_voice_mk_39874684.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
неа,Најпрвин страницата и испечатените зборови на неа.,common_voice_mk_39874704.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
дека,Таа мисли дека научила.,common_voice_mk_39874708.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
по,Мачето мјаукаше и гребеше по ѕидот.,common_voice_mk_39874710.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
го,Иако не сите од нас тоа го знаат барем не сѐ уште.,common_voice_mk_39874711.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
уште,Иако не сите од нас тоа го знаат барем не сѐ уште.,common_voice_mk_39874711.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
сите,Иако не сите од нас тоа го знаат барем не сѐ уште.,common_voice_mk_39874711.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
тоа,Иако не сите од нас тоа го знаат барем не сѐ уште.,common_voice_mk_39874711.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
иако,Иако не сите од нас тоа го знаат барем не сѐ уште.,common_voice_mk_39874711.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
го,Војаџер еден го напушти нашиот сончев систем.,common_voice_mk_39874744.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
